O2_1,O2_2,O2_3,O2_4,O2_5,O2_6,O2_7,NH4_1,NH4_2,NH4_3,NH4_4,NH4_5,NH4_6,NH4_7,NO2_1,NO2_2,NO2_3,NO2_4,NO2_5,NO2_6,NO2_7,NO3_1,NO3_2,NO3_3,NO3_4,NO3_5,NO3_6,NO3_7,BOD5_1,BOD5_2,BOD5_3,BOD5_4,BOD5_5,BOD5_6,BOD5_7,O2_mean,O2_std,NH4_mean,NH4_std,NO2_mean,NO2_std,NO3_mean,NO3_std,BOD5_mean,BOD5_std,O2_sum,NH4_sum,NO2_sum,NO3_sum,BOD5_sum,target
9.372815685899404,8.747767841036662,8.096504091519423,9.259174789835587,3.3958246513201784,10.02767013947193,7.119903080817197,0.4942718207872365,0.443446498853976,1.140194285440994,10.09,16.56228201566533,0.38,0.844,0.06441747898355865,0.09364078429497019,0.07361165265570577,1.2119225540688352,0.7587766276272803,0.071,0.06889317653810732,1.4126207298453273,1.6247571990831808,14.67,11.30524090084642,20.05,2.258640896063817,1.7596118761933999,5.898979498474969,4.993203362630616,6.036990587503837,9.141117197170141,7.848214071645404,4.031310923766899,4.209708683607356,8.002808611414341,2.292001549758272,4.27917066010679,6.462721527930993,0.3346088963097797,0.4705985065861907,7.582981657433163,7.719632238219617,6.022789189257032,1.9640552896984018,56.01966027990038,29.954194620747533,2.342262274168458,53.08087160203214,42.15952432479922,High
9.60575483092481,9.66563173543782,9.165279705496907,7.8335144462983815,4.119431182631264,8.846990082675681,3.134882199911166,0.1375428279457488,0.1454122073588199,1.7030792270520303,9.069283978996271,15.999044453746036,0.5847818422465889,0.5548551885893874,0.054548982720098345,0.05667960330702726,0.11580406911960664,1.008142930135628,1.2392880156113582,0.05023795522120877,0.4165803047220814,1.6,2.205,2.095,5.558414088633804,2.02,0.636,1.8,4.909020345598033,5.639346897065356,2.8542679068976033,9.133664390584553,7.5992157655290296,3.253265514673223,2.6516327573366114,7.481640597625147,2.873427063772227,4.027714246562126,6.184857535343598,0.42018312297671556,0.527299388443557,2.2734877269476863,1.5422673751093416,5.148630511097772,2.5409885688272267,52.37148418337603,28.19399972593488,2.941281860837009,15.914414088633805,36.040413577684404,High
6.351915398075318,8.573145878640167,9.524168709223849,8.17019994032009,5.130179284464435,8.572632535933057,5.928060091238488,0.24,0.23574164854393312,0.65,2.3,24.34258351456067,0.3692583514560669,0.429,0.05,0.04083129077615051,0.011,0.872123048056485,1.1743977860267798,0.071,0.08685412135983277,0.4925835145606689,0.55,1.8658558014623445,8.467432595612967,7.376503952943522,1.651556829146448,0.5851670291213379,6.03349673790796,7.307290077177822,5.932232655292877,4.425835145606689,6.662408084926772,2.916499407261502,2.69726171166109,7.464328833985058,1.7704742531273496,4.080940502080096,8.964087191165502,0.3294580351741783,0.49254787807689143,2.9984428175496127,3.487302429027387,5.139289117119245,2.181531478413295,52.25030183789541,28.566583514560666,2.306206246219248,20.98909972284729,35.97502381983472,High
8.195990745077625,7.993986117616437,9.6,6.999079932055405,7.536520190967738,9.105708036545508,7.36673348758204,0.21959907450776245,0.20286558692572285,0.65,4.214363905802736,24.32,0.412994089151994,0.429,0.06673348758203959,0.05693395032815837,0.07612027764767126,0.5293395032815836,1.698761252349166,0.0648136726804871,0.15,0.789257257495585,0.789257257495585,1.8356489280654469,5.815977911209441,7.710046274611877,2.0599177542140015,2.4159676077716856,4.4,5.412027764767126,3.3040092549223754,5.591981490155249,4.661320993436833,2.4,3.737900292884631,8.114002644263536,1.1390123889792565,4.349831808055459,8.931825755348402,0.3775288776955866,0.6085871937265799,3.059438998694803,2.716675182328885,4.215319970880888,1.2784460520285443,56.79801850984475,30.448822656388213,2.6427021438691063,21.416072990863622,29.507239796166214,High
8.923770295076134,8.620491697348688,9.411598477935382,9.265,6.375614437065002,8.98,5.3949177119703124,0.07442619924248228,0.05872947414779253,0.65,8.877171909451182,12.175,0.28,0.43810655904166346,0.05,0.05483607011362766,0.08878686345458724,0.22,1.0183689022461166,0.06841803505681382,0.16831149447723617,0.6099998153791417,1.3550819187879717,3.457377491059759,14.775,4.139344649696227,0.8243113098563781,1.8,4.681557657007039,4.904262730908256,4.591598477935381,6.075,6.188032379811386,3.2555325182770303,3.166803044129238,8.138770374199359,1.6095222060023975,3.2219191631261603,5.087035433425937,0.2383887664783402,0.3513386115050253,3.8515878835399255,5.0340475558427675,4.694683829724047,1.3995303583242569,56.971392619395516,22.553434141883123,1.6687213653483814,26.961115184779477,32.86278680806833,High
8.192685626270388,8.181462874745922,9.394098262830301,6.222194312118884,4.944027589346093,9.151823909637598,7.587234332655793,0.41172343326557936,0.2733165872713303,0.7037654973323089,3.1200596057756202,5.425380620130386,0.5028457084180258,0.4207314373729613,0.05543085831639484,0.04814628747459226,0.029934860370085803,0.730325698149571,1.8028400878642592,0.06034468665311587,0.09265829363566516,1.3536571868648064,1.3536571868648064,4.388427281292448,15.650725903518667,9.192756299754596,1.8114628747459225,1.4741485010163098,4.15495997946309,4.8,4.337074250508155,3.973186308011502,6.680811478446781,4.246342813135194,4.019839917852361,7.667646701086426,1.6626439942211895,1.551117555652316,2.014627936530797,0.40281153892338345,0.7090224445851082,5.032119319151079,5.594476708031839,4.601744963916726,0.9825838820929733,53.67352690760498,10.857822889566211,2.819680772463684,35.22483523405755,32.21221474741708,High
9.590195784034831,8.9,9.631001719782844,9.120212225441385,6.0877974153313374,9.008667239927615,5.03,0.5067956955484925,0.8370662080579081,1.8063716928081424,8.675906068477522,12.175,0.28,0.4396177701342985,0.012972948749058445,0.07763712446657235,0.07865625472763682,0.8935909429545663,1.0635678521985632,0.03818143776671382,0.07513503218349839,0.4416978035310761,0.7082779125700434,0.6976049923646452,19.28550366078154,19.961913390040603,1.7609258709522149,7.490159540153588,3.210809296816153,4.094092811166431,3.95,4.989091690810384,8.454439172506476,3.5,3.830888506714923,8.195410626359717,1.876703999818806,3.531536776432338,4.843947245773352,0.3199630847209442,0.45350013492325814,7.19229759577053,8.855344709229708,4.575617354002052,1.803983662123204,57.367874384518025,24.720757435026364,2.239741593046609,50.34608317039371,32.02932147801437,High
8.805555289902152,8.835982877374079,9.545,8.017905825557428,5.4008330543972605,9.926175267827638,5.673761239589342,0.2314102257579407,0.25427348383862713,1.3001963363867532,10.09,14.515,0.8711750287395756,0.429,0.055888894201956946,0.052632485171639314,0.10656409030317629,1.091957193435195,0.8964402381709167,0.056,0.33333750241538473,3.0728413766221596,1.8733973837884992,4.90425255873235,5.726110340716243,5.201431389952281,2.3221583842897786,2.73081284655517,8.230768127285865,6.2254268702077376,4.725,5.885042806564805,5.725,3.7616456618643683,4.45,8.029316222092557,1.9315256895564823,3.9558650106746995,5.85969114616267,0.3704029148140384,0.4618785847155494,3.690143468665212,2.04277975842927,5.571840495131826,1.6224835785593035,56.2052135546479,27.691055074722897,2.5928204036982687,25.831004280656483,39.002883465922785,High
9.863112691256589,8.82101153750599,9.873050228265695,8.776061417162083,5.705213845007188,9.674669036884884,5.342794311476277,0.29052138450071885,0.29131126912565897,0.6601105231992332,21.97,14.515,0.31,0.429,0.06147549234973641,0.07526069225035945,0.08157352295079077,0.6829066541232627,1.4107143225532828,0.12088791522599446,0.48327222975635004,1.4705682317438895,1.62,3.6614236117726446,10.073212450568773,8.45,4.019843842522764,1.774723692001917,3.3000780787386175,4.895750845255631,2.3338370804777147,4.689338073769769,7.549921921261382,2.2580159643573277,4.220933458767373,8.293701866794102,2.015053277369676,5.495134739546516,8.971037558940402,0.4165844041728253,0.5072510079276183,4.438538832658569,3.5406400342357225,4.178267917518259,1.8807004522518302,58.055913067558706,38.46594317682561,2.916090829209777,31.069771828609987,29.247875422627814,High
8.494380033994874,6.294380033994873,9.3444959728041,7.88,7.810350561585793,9.458829631275282,4.9927867952407174,0.3236066023796411,0.3415223028895642,0.5412413045893079,2.885083902324568,5.109414815637641,0.42919438003399485,0.4447447827535847,0.03388760067989746,0.028056199660051268,0.011,0.8429041066290003,1.0480665728280325,0.0651685989801538,0.16125985479878444,4.197421894615894,3.7140499150128177,2.533163289746465,5.978551378133135,7.63526803184028,3.694145411218308,3.7397190016997435,3.8098349405089724,3.0430909813028197,4.023652977903333,4.665107090086414,5.86463647195423,3.3540990356946168,2.6615236754686182,7.753603289842234,1.6570509803578382,1.4392582986583289,1.896623623453128,0.31290613336798856,0.45303750123152525,4.498902703180949,2.0506345975079685,3.9174207389884286,1.2627777287299948,54.27522302889564,10.074808090608302,2.19034293357592,31.492318922266644,27.421945172919003,High
9.165239923426318,8.040437029102021,9.545,8.28490425191937,4.118374650062295,8.712855382074519,5.902070278720159,0.2753187656965993,0.2773755352218827,1.4425501255727942,1.331537501537507,16.645,1.285,0.429,0.03174498744272057,0.12936246860680145,0.1644401889741942,0.7284086520660816,1.34128903001447,0.062170308575850174,0.41191957779363214,0.4,0.9819216003095126,3.1928249670692948,11.897579434128534,5.902502804757222,1.3186460949433214,1.1878080612589457,9.918427580392311,6.805676952528339,4.725,5.931026133230162,6.557991657739774,3.484760076573682,4.429432304747166,7.681268787900669,2.287149241527416,3.0979688468612543,6.009105337543602,0.40990503049625004,0.4856827241905524,3.554468994638119,4.328361252696892,5.978902100744491,2.176224692693803,53.768881515304685,21.68578192802878,2.86933521347375,24.88128296246683,41.852314705211434,High
8.84580485223413,8.33990244215344,9.349136580985187,8.764687830927379,6.614473139519448,8.76315121466217,7.15,0.11598536632301581,0.1440390231386245,1.342517088659522,2.975029283390342,10.038014665749731,0.4142760983275925,0.5537024325316146,0.08248780526917984,0.09049268316150791,0.07659121979380949,0.7306439138600515,0.9936019383278323,0.07169951221076719,0.20745072366566236,2.3197073264603163,2.3201951156931226,1.7767219441009268,19.054512210767193,5.583800022450923,1.1968116876979389,1.8,5.2854633997711655,4.230048778923281,3.8680975418101875,4.8680975418101875,5.567609752577381,4.5258536311574105,3.5704390103095256,8.261022294354534,1.1421080522974465,2.226223422588635,3.5927111134032654,0.32185254232697297,0.4334221830128583,4.864535472452917,6.428614752012592,4.559372808051306,0.7778648463803752,57.82715606048175,15.583563958120443,2.252967796288811,34.05174830717042,31.915609656359138,High
8.535200257110263,8.558494072274659,9.19651521925319,6.477371996861325,6.243974367951461,8.602615316387517,7.046253763742345,0.44938019854247424,0.3785552706752408,0.65,4.302014097985686,14.515,0.38,0.35231342522518433,0.04723293815164398,0.048798590201431416,0.09943248964464298,0.8885797500354733,0.9079896186254534,0.05083011855450681,0.07667952578197276,3.7604229395705744,4.2,4.489599485779475,14.554920218543723,4.257939444375075,3.8299480931272667,3.4629785316336434,5.833976289098638,6.6924703613732985,4.531129445794005,6.238712912440618,5.414447293247592,4.903941044134424,5.3264466504719366,7.808632141940107,1.2954584108390512,3.0038947132040836,5.27690590140737,0.30279186157073207,0.4078483874234229,5.507972673289966,4.0884525876670725,5.56301771379436,0.8733271681469399,54.660424993580754,21.027262992428586,2.1195430309951244,38.555808713029755,38.94112399656051,High
8.854420968850505,8.85579577439309,9.0,9.043978871965455,3.9298329352111145,8.43,2.31,0.3772569048915861,0.44137178026766255,1.6676110478265376,8.625,16.362252250622475,1.1648653928701123,0.48408935023083244,0.06300881866635545,0.08942469226579527,0.134,0.31053237796970545,1.454,0.056,0.567,2.257967052469134,1.471241594693431,2.0514156408859843,5.478757241739291,2.02,0.636,1.6454843285091831,4.900440933317773,4.359691579391015,3.696456243515928,4.664597342177615,8.413008818666356,1.8962856880252084,1.7725690489158608,7.203432650060024,2.9227062122082117,4.160349532387029,6.135967901027198,0.3819951269859795,0.5147855779367756,2.2229808368995747,1.5749176793536945,4.2432928077156795,2.2835752790717767,50.42402855042017,29.122446726709203,2.6739658889018565,15.560865858297023,29.703049654009753,High
10.602517974765309,9.016754723087212,8.14401922702004,7.5,3.2905688005904965,9.013204814845567,6.962999665328811,0.28847684335570795,0.3758874770604115,0.6965377696214796,4.13242467884576,12.483820263395836,0.21517873259059297,0.26514826945770714,0.030852967720803547,0.06890332721610973,0.01700123717851068,0.805,0.13542986072474394,0.010888714238922147,0.04069132246441953,2.9326764763222912,4.121405117154531,0.6012185253154336,7.17342233614743,9.313761243650955,0.8181722120268495,0.7916816582012747,3.338078916107301,5.3649673971812835,6.625747533181089,6.62078632189236,6.770257983369084,2.9257818093557564,7.399471661476724,7.790009315091061,2.326625753374999,2.6367820049039286,4.568465097592174,0.1583953470776442,0.2976070562165589,3.6789053669741096,3.4456379536687836,5.577870231794799,1.8152666000155042,54.53006520563743,18.4574740343275,1.1087674295435093,25.752337568818767,39.045091622563596,High
7.857297552089976,8.542702447910024,11.863861113063944,8.003739641122385,2.31,11.637936442221577,6.928811205739463,0.24919792854403147,0.24862711875239138,0.65,13.25208333599629,15.122912428096702,0.36002165729259666,0.429,0.10706365332993223,0.11849284353829215,0.08972542375047828,0.8529103579189518,0.8698657247859007,0.060281073437300714,0.4594023542758419,1.8422693020580911,2.3563446312157237,1.9709103579189517,15.621795198453244,14.775,1.73,1.8,4.164270244791003,4.557102636456606,3.7463403953087138,5.753919492202447,6.0175400182155485,4.375379002620441,4.235946328134965,8.16347834316391,3.28062881320351,4.330263209811715,6.813804112596493,0.3653916330052426,0.38571554991527124,5.728045641378,6.497561802259686,4.692928302532818,0.9261191381887544,57.144348402147365,30.31184246868201,2.557741431036698,40.096319489646,32.85049811772972,High
9.575359489939274,8.591786496646424,7.898521211394223,7.7786241785212535,6.010205337583839,10.213839872484819,6.354291376501177,0.1334086038917337,0.1430800637575907,0.14176578388697417,2.4329356711116583,4.973696673179331,0.2649281020121451,1.3121768170567865,0.20342919731713988,0.05,0.07241067516767875,0.4202668791919689,0.8351807209405875,0.071,0.04332439758225287,1.6065708026828602,1.5835729932928497,2.7400621382783523,6.9942913765011765,3.8694656449458398,1.6436960765091087,2.702895438933202,4.31642700670715,4.1958932483232125,2.264989046950052,6.328131845656218,6.801334395959845,5.600062138278353,6.202834493995295,8.06037542329586,1.5565906631435964,1.3431416735566029,1.8456435956290338,0.2422302671713754,0.29553586016757594,3.0200792101633414,1.9537071836931663,5.101381739410018,1.6540304715836336,56.42262796307101,9.401991714896221,1.695611870199628,21.14055447114339,35.709672175870125,High
6.922868065387003,6.543377933663595,9.517946940565016,8.03064931002836,4.5314157240892445,9.475972756308044,5.875500311062964,0.2870608663704857,0.23607074591331234,0.6884754623075331,6.93670013569142,9.650463693854451,0.23791746310113562,0.43561297008410726,0.03435755245201261,0.03914340326935014,0.12143020980805042,0.4533102273452049,1.1168761946517034,0.08843419385810096,0.10699410450722396,1.048526126805993,1.2501370242827754,1.100227529281741,19.355,19.77281947349587,2.029155516584101,2.4252262624974135,4.779764180288959,6.0100398405005055,7.5082711926676975,6.075,7.741945512616089,2.4720626166486115,4.561297008410726,7.271104434443461,2.281301540613129,2.638900191046064,3.9646633308795662,0.28007798369880665,0.4075491369734756,6.711584561849699,8.810431145211263,5.592625764447512,1.8769582487406469,50.89773104110423,18.472301337322445,1.9605458858916465,46.9810919329479,39.14838035113259,High
8.956508285454902,9.041900921975927,8.995552350075748,6.6287828573000604,9.72746239603699,9.138614193477393,7.721095576166178,0.22470976964357064,0.267195714325015,1.1197754103755746,4.712087833769228,2.9062923506259577,0.47278559449565494,0.4641151797440401,0.058670414751614844,0.041734082950322965,0.07723127188661183,0.6202115205725176,1.0201759630109208,0.04703464516306519,0.17322564975918958,0.9659223503508525,1.6295692164580142,2.0792888487680634,11.438182671254243,13.27631059859659,1.7583239631209628,1.7516760368790372,4.402013364524373,4.416760368790372,4.015028110637111,5.318164423283611,5.925093455896651,2.9356647926241926,2.5431180646758675,8.601416654355313,1.1272390740258158,1.4524231218541488,1.7679641686542131,0.2911833640134633,0.3885226068207209,4.699896240775394,5.365584814254603,4.222263225776025,1.3709411366948188,60.209916580487196,10.16696185297904,2.0382835480942427,32.89927368542776,29.555842580432177,High
9.842276335302564,7.858340299801238,10.13159803668838,6.766672239840991,5.062719484816691,10.371368102169832,6.0195767151888235,0.1369638378699204,0.14232127928997346,0.5090551826413445,6.912304559767001,15.333996863035559,0.39854107451689474,0.43181553092700975,0.029559573570008844,0.23063555625276025,0.072584238974161,0.5632744564101151,0.9344659278102919,0.06716063964498672,0.22697251214940423,1.1440426429991153,1.4563106185401946,1.9945542431951195,4.2876254169611325,2.972867891121911,1.7236893814598053,1.7441659700198762,4.710768186589,4.3751107873785315,4.592717912226703,6.391218123274624,6.75,2.6071488284010615,3.179170149900619,8.00750731625836,2.290731614802822,3.409285475435386,5.849933881188289,0.3035218435445326,0.3440188529249308,2.1890365948995933,1.1160729280774384,4.658019141110078,1.6173559111582927,56.05255121380853,23.8649983280477,2.124652904811728,15.323256164297153,32.60613398777054,High
9.775258158203998,8.250172105469332,9.545,8.01768277803219,2.863537103510676,8.108898524996274,2.9923406343829186,0.24,0.245,1.3916480779268054,10.61304419951779,15.523653442760423,1.0956003018532707,0.429,0.024274955293053176,0.04075602369142663,0.15256367902365292,1.1398653442760425,1.2763907466385638,0.056,0.4408171547446294,0.5881453955099959,0.8209293695343941,2.095,14.775,3.9377970499925476,0.9831909698477791,1.8,3.409212449419856,2.6431667406357136,4.530583091306338,5.792781906735006,5.9821320405303275,3.087973290040664,3.6752581582039983,7.0789841863707705,2.9950484610500046,4.219706574579756,6.2748788303225975,0.4472382719524813,0.5454087443593274,3.5714375406978163,5.098647973577723,4.160158239553129,1.4806303122288245,49.55288930459539,29.537946022058286,3.1306679036673684,25.000062784884715,29.121107676871905,High
10.11963275363667,10.156499488502945,10.625075688653288,7.536866734866274,10.163456765556097,10.163456765556097,8.20571312191455,0.247,0.5589454738245244,0.7022026448427923,10.09,10.49064903749428,1.0997446572969731,0.49506897237915903,0.089,0.223589623359916,0.05954872872830935,0.805,0.8993452692257025,0.013,0.34516093555137106,2.777556051327957,3.9226697833035,1.9882946080150043,14.775,14.775,1.4934567655560973,1.8,4.913,4.954977009206948,4.230617085443265,6.075,6.4375997972689145,3.2838657118721635,3.273269580572415,9.56724304552656,1.2476028289020795,3.38337296940539,4.734718436847171,0.34780636526647124,0.36614391123203505,5.933139601171794,6.097581166739951,4.738332740623386,1.2728262585951255,66.97070131868593,23.68361078583773,2.434644556865299,41.531977208202555,33.16832918436371,High
8.998331274091226,8.956611076632038,11.724813671847228,6.22337615796735,4.926100144051925,9.991039736721083,6.552567428301178,0.056174593323439534,0.03779205265578349,0.18642108283827147,2.435866583916892,14.325757258115758,0.37,0.4180821495066783,0.07492682726854649,0.05427984353560891,0.19320024710905281,0.805,1.18,0.071,0.5296366894228546,1.6512964795512004,1.5612194771995636,1.982798435356089,3.87,4.58,0.7479281857982016,0.603517397270013,3.210654724962898,5.423542928071235,4.662323450871671,5.055134856602357,5.884724109068965,3.4555198683605415,3.0566110766320382,8.196119927087432,2.4262859681770013,2.5471562457652603,5.266070041115808,0.41543480104800895,0.4427666067095512,2.1423942821678668,1.5400425050180209,4.3926444306528145,1.1834333376409374,57.372839489612026,17.83009372035682,2.9080436073360625,14.996759975175067,30.748511014569704,High
9.285393093675134,8.185662894988022,9.545,8.762449962113072,3.195105305608055,9.922873799462392,4.7487641437949195,0.24400179867541924,0.34382065544149526,0.34700667171825716,4.4721801608001845,14.358257899760432,0.8545439526851917,0.9183628094512677,0.09802158410503095,0.054010792052515466,0.09537795156320122,0.3686382365155719,0.9318884821240068,0.062424717124101615,0.4055254429475793,1.5569886849640646,1.7212358562050807,1.6345619394393842,6.043653608352665,8.944087905370383,1.4970156650953532,1.7885662894988021,4.514157237470053,4.014337105011978,4.235842762529947,8.676169139022509,6.16402233681361,4.566932109784388,3.7286742100239567,7.663607028520228,2.8476716296698457,3.0768819926474635,5.2497560904663185,0.2879838866331439,0.3427385183614358,3.312301421275105,3.0575864220271214,5.128590700093777,2.042519391029815,53.64524919964159,21.538173948532247,2.0158872064320073,23.186109948925733,35.90013490065644,High
8.6,8.201599841224585,8.41461510022698,6.694409934505142,9.552810093280556,9.412985137936142,8.388644824354698,0.292619988091844,0.2854074905727098,0.65,5.087965388007418,4.114135147859604,0.46803500893111705,0.4542315080380053,0.03872200277856974,0.08984001587754138,0.030624506251781917,0.4504225511058363,0.6702650109158097,0.07321249751913417,0.07677150406861998,1.3875399960306147,1.4685300218316193,2.4193299424439125,4.579154897788328,3.7081949930535756,1.1034650903035166,2.0742499503826832,4.782825153813682,3.836100138928487,3.8115000992346335,5.449200079387707,10.110624875956708,3.550799920612293,3.7848898868725174,8.466437847361156,1.0470750634558639,1.6217706473572424,2.070174647916608,0.20426544121675616,0.26122103022396853,2.3914949845477502,1.3180498656670192,5.046562879258004,2.3977915976140505,59.265064931528094,11.352394531500696,1.4298580885172933,16.74046489183425,35.32594015480603,High
10.411638719101688,8.599841038322708,11.214914067969998,8.989592801679304,5.956806404491556,8.98,7.072846993814051,0.24455586898864537,0.8548464190991739,0.65,2.320076790450413,5.799899963480956,0.3169250378655048,0.4348775531463528,0.08521741629195116,0.2500842605619475,0.02581935955084436,0.902,1.4127989343800218,0.05687290393262665,0.059142454157455955,4.331079611348222,5.0639735151665475,2.1910891707948243,14.308578331999826,7.6585360185327,9.561424541574558,2.9742898185477884,2.510689024718649,4.827035104374741,3.9505819359550847,4.995100036519044,6.800919396069888,3.4249302617941075,3.225803165726734,8.746520003625616,1.8549350611431212,1.517311661861578,2.0188960795423623,0.3988479041249782,0.5455762913282778,6.584138715423494,4.321808234480823,4.2478655607368925,1.447229549868748,61.22564002537931,10.621181633031046,2.7919353288748474,46.08897100796446,29.73505892515825,High
9.061846177431915,5.244533169805381,11.383854757198467,8.89243603501951,8.21937429136184,9.072417036887137,5.97608058848259,0.4620205301167385,0.2,0.7475042132295475,3.861022215408558,12.175,0.2876307645136168,0.43906735100389127,0.017765466521399327,0.09865297992217431,0.060778121649806255,0.26959996933850894,1.075,0.07261093917509687,0.22196442468481686,1.7095486440466627,1.3271316071595263,13.349940248249059,19.240114600933882,19.835066799533127,9.374417190194592,7.695,4.7897300445136715,5.155815535564264,4.170444308171151,5.250991266925995,6.889897349416307,3.635658035797631,4.010222154085575,8.264363150883836,2.1831388661664257,2.5960350106103363,4.418725609029104,0.2594817001845432,0.3763423119162408,10.361602727159552,7.553735441863272,4.8432512420678,1.228585066174678,57.850542056186846,18.172245074272357,1.8163719012918025,72.53121909011685,33.9027586944746,High
8.080706878376454,8.46847940736601,7.5557431293881185,6.258470445946221,5.2884704459462215,9.587836069593097,5.6249637489883355,0.10694351020273982,0.16461182162151164,0.6767670929729069,4.806045714191788,15.457210249327252,0.33576477702688956,0.844,0.07561645351354651,0.09676940891892442,0.208,0.5462239456073039,0.9379808677032992,0.056,0.115275198783968,3.3152955405377913,2.5535776871598115,6.2925158577737275,9.418496629049201,8.160259289526126,5.812938775342477,7.695,4.09530450195758,3.984472864860466,3.67006796655912,4.248703552369367,6.178411035474382,2.9269046408807773,3.139527739868096,7.266381446514923,1.7215132528900878,3.198763309334727,5.657904595002752,0.2908379820752917,0.3630472206551747,6.178297682769877,2.808460899523585,4.034770328852827,1.6418547628849687,50.86467012560446,22.391343165343088,2.035865874527042,43.24808377938914,28.243392301969788,High
9.7,8.780106320421298,9.545,8.0007274668976,5.67131364524283,10.338526874125222,5.538349201413695,0.3,0.3,1.6898757707047398,0.9430204360959646,14.515,1.0512073248215317,0.429,0.042806379225277906,0.03520425281685194,0.134,0.902,1.454,0.056,0.4670086712313628,2.9566955707712097,3.7368284712978324,3.512796575171443,5.120604370424811,4.834174600706848,1.4676726290818007,1.0093788535236994,4.58596810387361,4.597691670778235,4.725,6.075,5.725,3.710212640842597,3.8959149436629614,8.224860501157234,2.0324440834236484,2.7468719330888907,5.225203814922922,0.44157418618192756,0.5524348483399385,3.2340215815682347,1.6614112141323465,4.759255337022486,0.9209737460446893,57.574023508100645,19.228103531622235,3.091019303273493,22.638151070977642,33.31478735915741,High
7.556323974048775,8.31877465801626,8.688330237629275,6.52848804893333,9.48597933791549,9.000652123817884,5.205543052452016,0.14375493160325167,0.2,0.6002471562569154,3.9804838732129957,24.22375493160325,0.3762450683967483,0.5145306335495936,0.09983696904552895,0.10983696904552896,0.06874309575544765,0.8186116270617874,0.682635529195128,0.038220352771056794,0.055436760259512254,0.3256219581040423,1.2579542835934854,0.7695451403121827,5.213715478777239,0.8906022316910357,0.7386973793489332,1.7934288696943097,5.795109071365869,4.834288696943096,4.736734161260161,6.091427825764226,6.6326583873983855,2.9687746580162586,3.815514038926837,7.826298776116147,1.629788166265402,4.291288084946108,8.895062805001002,0.2676173290191414,0.3419667798635258,1.569937905931604,1.6909724215885402,4.982072405667833,1.3158759444919552,54.78409143281303,30.039016594622755,1.87332130313399,10.989565341521228,34.87450683967484,High
10.678140200867809,8.798731994214615,9.545,7.501928424715089,6.9424470932832065,9.654135552386471,5.905147948336702,0.4201186984252258,0.38171340028926926,0.9213700407196865,2.682738531945594,12.175,0.39097195982643845,0.429,0.08186822611281501,0.09128505021695195,0.059281611473529935,0.8227380017194088,1.5967383414752732,0.07426853601157077,0.07318940372808688,4.818880091836859,5.105,2.374760034388176,6.4776105365576955,5.470253761770289,1.3266230817934694,1.8,2.845501474851007,2.8272148751402764,2.0277429899566095,2.928006197975115,9.959375517998295,3.0505762984090192,5.747514169372324,8.432218744829127,1.7608168481092774,2.4858446616008876,4.365284837129504,0.39990988153394813,0.5999558346088839,3.9104467866209274,2.0818934096688553,4.197990217671807,2.8594789484277814,59.02553121380389,17.400912631206214,2.799369170737637,27.373127506346492,29.385931523702645,High
8.132733676198983,8.106579275134868,9.28036571062517,9.326135912487372,6.137790854589001,10.130343615131668,5.664499458962487,0.24261913782176053,0.1986922799467942,0.65,4.322212752327753,7.999918831859511,0.3145770201862203,0.34261544010641165,0.031307720053205805,0.04719615800798087,0.082,0.8144809703857421,0.636,0.057869227994679424,0.05355005410375132,2.5868525428763123,2.330772005320581,2.031865439480736,7.589726732258556,7.78813446972067,3.73,3.745038780611867,4.839231601596174,4.823387536225586,4.617306998669855,5.170576298802869,5.81538600266029,3.777768759095501,3.019615800798087,8.111206929018506,1.6999754604114836,2.0100907803212076,3.0415684199075876,0.24605773293505137,0.33184839110291736,4.25748428146696,2.4619148760469685,4.580467571121195,0.9310761768048178,56.778448503129546,14.070635462248452,1.7224041305453595,29.80238997026872,32.063272997848365,High
10.785188218469948,8.650006410446812,10.243137753882333,9.169259410923498,4.931560419027139,11.225152071301455,6.51426582137031,0.2189434808499821,0.1851112931081969,0.65,17.849963316741174,28.111327327429503,0.3546789415690345,0.429,0.060532105843096554,0.0723407528738798,0.11608903448655754,0.5261601197220397,0.9559910253744622,0.06557405890765025,0.567,1.735,2.23604241616703,2.02,19.968131343435523,3.1656380219275,1.774674739416537,1.8,4.068124932988709,6.859567648460838,4.725,7.439597385182519,6.75,2.95,5.544195306455371,8.788367157917357,2.4496304272109075,6.828432051385413,11.549916643169542,0.3376695853153837,0.3575003748065862,4.671355217278084,6.799709337237803,5.476640753298205,1.8982489358131265,61.518570105421496,47.79902435969789,2.363687097207686,32.699486520946586,38.33648527308743,High
8.340772672275538,8.561687380198597,11.756599460297478,9.115,7.027521340691342,9.543198920594959,6.77543959950559,0.41,0.2,0.9135150912875489,3.85,5.845,0.7992797387136995,0.43431634116830775,0.08808436900992983,0.11016696257426567,0.05056589730690927,0.22,1.075,0.071,0.19,0.5565550741576288,0.6178028548506364,14.67,19.355,20.05,9.53,7.695,3.15,3.5387513669284103,3.4273294511903316,4.492180243072006,7.017837511383934,3.6637530716855746,2.9516696257426567,8.731459910509072,1.792620009867719,1.7788730244527937,2.195634011344169,0.2578310326987292,0.3657791062991433,10.35347970414404,8.086038587156676,4.034503038571844,1.8623858840622756,61.1202193735635,12.452111171169555,1.8048172288911046,72.47435792900828,28.241521270002913,High
